target,window_size_s,feature_set,model,split_type,n_windows,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mcc,normal_recall,anomaly_recall,f1_anomaly,folds,fold_mcc_mean,fold_mcc_std
binary,2.0,pulse_only,knn,random_window_leakage_diagnostic,3890,38,0.7985611510791367,0.7541493444195715,0.7462659973350687,0.7541493444195715,0.7499527985231182,0.5003532423220204,0.6566037735849056,0.8516949152542372,0.8601997146932953,1,0.5003532423220204,0.0
binary,2.0,pulse_only,logistic_regression,random_window_leakage_diagnostic,3890,38,0.7204522096608428,0.7783951604306577,0.7206864062328355,0.7783951604306577,0.7052460885990235,0.4957339103513318,0.9056603773584906,0.6511299435028248,0.7721943048576214,1,0.4957339103513318,0.0
binary,2.0,pulse_only,random_forest,random_window_leakage_diagnostic,3890,38,0.8581706063720452,0.8269853960132183,0.8196092732482417,0.8269853960132183,0.8231468310415679,0.6465525957958044,0.7584905660377359,0.8954802259887006,0.9018492176386913,1,0.6465525957958044,0.0
binary,2.0,pulse_only,svm_rbf,random_window_leakage_diagnostic,3890,38,0.750256937307297,0.8154034751092634,0.7500232379310636,0.8154034751092634,0.7365420722161247,0.5616340377916127,0.9584905660377359,0.672316384180791,0.796652719665272,1,0.5616340377916127,0.0
binary,2.0,thermal_only,dummy_most_frequent,random_window_leakage_diagnostic,3890,65,0.7276464542651593,0.5,0.36382322713257964,0.5,0.4211778703152885,0.0,0.0,1.0,0.842355740630577,1,0.0,0.0
binary,2.0,thermal_only,extra_trees,random_window_leakage_diagnostic,3890,65,0.9691675231243576,0.9528408485236115,0.9688282879562085,0.9528408485236115,0.9604407220686291,0.9215304655408013,0.9169811320754717,0.9887005649717514,0.9790209790209791,1,0.9215304655408013,0.0
binary,2.0,thermal_only,hist_gradient_boosting,random_window_leakage_diagnostic,3890,65,0.9434737923946557,0.9162962370749388,0.9391008342890552,0.9162962370749388,0.9268354039262653,0.8550930358996031,0.8566037735849057,0.9759887005649718,0.9617258176757133,1,0.8550930358996031,0.0
binary,2.0,thermal_only,knn,random_window_leakage_diagnostic,3890,65,0.8273381294964028,0.7692010446647479,0.7847257455324427,0.7692010446647479,0.7762312047572635,0.5537091949400252,0.6415094339622641,0.8968926553672316,0.8831710709318498,1,0.5537091949400252,0.0
binary,2.0,thermal_only,logistic_regression,random_window_leakage_diagnostic,3890,65,0.7440904419321686,0.7367897878690971,0.6999734428029996,0.7367897878690971,0.7080173302079504,0.4352087733526304,0.720754716981132,0.7528248587570622,0.8106463878326996,1,0.4352087733526304,0.0
binary,2.0,thermal_only,random_forest,random_window_leakage_diagnostic,3890,65,0.9424460431654677,0.9167706001492378,0.9360563678745497,0.9167706001492378,0.9257866980474199,0.8526088766555809,0.8603773584905661,0.9731638418079096,0.9609483960948396,1,0.8526088766555809,0.0
